InterPro	InterPro_Desc	Count
IPR037319	Rrp40, S1 domain	1
IPR037321	KIN17-like protein	1
IPR037353	Histone methyltransferase complex subunit ASH2	1
IPR037379	WDR74/Nsa1	1
IPR037386	Coiled-coil domain-containing protein 40	1
IPR037393	Bud22/Serum response factor-binding protein 1	1
IPR037396	FMN hydroxy acid dehydrogenase domain	1
IPR037431	RNA exonuclease 4, DEDDh 3'-5' exonuclease domain	1
IPR037439	1,4-alpha-glucan-branching enzyme	1
IPR037445	Melanoma-associated antigen	1
IPR037446	Histidine acid phosphatase, VIP1 family	1
IPR037447	Small ribosomal subunit protein eS10	1
IPR037464	Threonine aspartase 1	1
IPR037471	Protein TIC56	1
IPR037483	YjjU-like	1
IPR037485	Peroxisome biogenesis protein 22	1
IPR037494	Rubisco accumulation factor 1	1
IPR037497	Protein PROTON GRADIENT REGULATION 5	1
IPR037501	Protein TPLATE	1
IPR037503	rRNA-processing protein Fcf1, PIN domain	1
IPR037509	Phosphomethylpyrimidine synthase	1
IPR037515	Ribose-phosphate pyrophosphokinase, bacterial-type	1
IPR037519	LITAF domain containing protein	1
IPR037528	Acetylglutamate kinase ArgB	1
IPR037588	Target of rapamycin complex subunit LST8	1
IPR037595	Reversibly glycosylated polypeptide family	1
IPR037608	Stromal interaction molecule	1
IPR037624	Nuclear pore complex protein Nup133-like	1
IPR037647	HIRA-interacting protein 3	1
IPR037665	Nucleoporin peptidase S59-like	1
IPR037673	Large-conductance mechanosensitive channel/anditomin synthesis protein L	1
IPR037679	Anaphase-promoting complex subunit 5	1
IPR037683	Rmd5, degenerated RING (dRING) finger	1
IPR037685	RNA polymerase RBP11	1
IPR037692	Centrosomal protein of 70kDa	1
IPR037696	Coiled-coil domain-containing protein 77	1
IPR037700	Nucleoporin NUP88/NUP82	1
IPR037706	DNA-dependent protein kinase catalytic subunit, catalytic domain	1
IPR037730	Mitochondrial inner membrane protease subunit 2	1
IPR037734	Thylakoid lumenal 17.9kDa protein	1
IPR037736	Photosystem I assembly factor PSA3	1
IPR037794	Transcription initiation factor TFIID subunit 12	1
IPR037796	Transcription initiation factor TFIID subunit 6	1
IPR037800	Histone acetyltransferase GCN5	1
IPR037813	Transcription initiation factor TFIID subunit 2	1
IPR037817	Transcription initiation factor TFIID subunit 7	1
IPR037818	Transcription initiation factor TFIID subunit 8	1
IPR037850	Retinoblastoma-binding protein 5/Swd1	1
IPR037855	Vacuolar protein sorting protein 36	1
IPR037856	Sdc1/DPY30	1
IPR037867	COMPASS component Swd2/WDR82	1
IPR037875	Ribosome biogenesis protein Bms1, N-terminal	1
IPR037883	Knr4/Smi1-like domain superfamily	1
IPR037912	Microspherule protein 1	1
IPR037930	Tom40	1
IPR037975	Class XI myosin, cargo binding domain	1
IPR037992	TRAPP complex, Trs33 subunit	1
IPR038009	GlmU, C-terminal LbH domain	1
IPR038013	ALG11 mannosyltransferase	1
IPR038019	Phosphoribosyl-AMP cyclohydrolase domain superfamily	1
IPR038069	Pelota/DOM34, N-terminal domain	1
IPR038089	Mediator of RNA polymerase II, subunit Med31 superfamily	1
IPR038095	Costars domain superfamily	1
IPR038097	Large ribosomal subunit protein eL36 domain superfamily	1
IPR038100	NVL2, N-terminal domain superfamily	1
IPR038103	Cell division control protein 73, C-terminal domain superfamily	1
IPR038108	RPN13, DEUBAD domain superfamily	1
IPR038114	GPAT, N-terminal domain superfamily	1
IPR038132	Vps16, C-terminal domain superfamily	1
IPR038136	CofD-like domain superfamily	1
IPR038156	Phytochelatin synthase, N-terminal domain superfamily	1
IPR038167	SSRP1 domain superfamily	1
IPR038168	Transcription factor DP, C-terminal domain superfamily	1
IPR038185	MyTH4 domain superfamily	1
IPR038192	Transcription termination and cleavage factor, C-terminal domain superfamily	1
IPR038212	Transcription factor EnY2 superfamily	1
IPR038214	WPP domain superfamily	1
IPR038217	MRG, C-terminal domain superfamily	1
IPR038219	Selenoprotein F/M, thioredoxin-like domain superfamily	1
IPR038237	Small ribosomal subunit protein eS4, central domain superfamily	1
IPR038238	Clp1, C-terminal domain superfamily	1
IPR038239	Clp1, N-terminal beta-sandwich domain superfamily	1
IPR038252	Ubiquitin-activating enzyme E1, C-terminal domain superfamily	1
IPR038253	SRP68, N-terminal domain superfamily	1
IPR038254	DNA/RNA-binding protein KIN17, WH-like domain superfamily	1
IPR038256	DNA polymerase alpha, zinc finger domain superfamily	1
IPR038260	Vps53, C-terminal domain superfamily	1
IPR038273	Ndc80 domain superfamily	1
IPR038274	Atg6/Beclin C-terminal domain superfamily	1
IPR038275	Nuf2, N-terminal domain superfamily	1
IPR038286	Inositol polyphosphate kinase superfamily	1
IPR038294	SLBP, RNA-binding domain superfamily	1
IPR038299	Alpha-glycerophosphate oxidase, C-terminal domain superfamily	1
IPR038322	Pex19, C-terminal domain superfamily	1
IPR038340	MRP-L47 superfamily, mitochondrial	1
IPR038351	Malonyl-CoA decarboxylase, N-terminal domain superfamily	1
IPR038352	Imelysin-like domain superfamily	1
IPR038354	VKOR domain superfamily	1
IPR038357	KEN domain superfamily	1
IPR038358	VPS28, N-terminal domain superfamily	1
IPR038380	Small ribosomal subunit protein bS21 superfamily	1
IPR038397	TBCC, N-terminal domain superfamily	1
IPR038409	Ycf54-like superfamily	1
IPR038410	GxGYxYP putative glycoside hydrolase, C-terminal domain superfamily	1
IPR038416	Sigma 54 modulation/S30EA ribosomal protein, C-terminal domain superfamily	1
IPR038430	NADH:ubiquinone oxidoreductase, subunit 3 superfamily	1
IPR038437	GINS complex, subunit Psf3 superfamily	1
IPR038438	Alanyl aminopeptidase, Ig-like domain superfamily	1
IPR038445	Neutral ceramidase, C-terminal domain superfamily	1
IPR038447	PSRP-3/Ycf65 superfamily	1
IPR038459	tRNA methyltransferase TRM10-type domain superfamily	1
IPR038464	Large ribosomal subunit protein eL38 superfamily	1
IPR038469	tRNAHis guanylyltransferase Thg1 superfamily	1
IPR038487	Mre11, capping domain	1
IPR038492	GBBH-like, N-terminal domain superfamily	1
IPR038494	Imidazole glycerol phosphate dehydratase domain superfamily	1
IPR038495	V-type ATPase subunit E, C-terminal domain superfamily	1
IPR038497	ATPase, V1 complex, subunit H, C-terminal domain superfamily	1
IPR038506	GLE1-like superfamily	1
IPR038510	Spt4 superfamily	1
IPR038511	TAP42/TAP46-like superfamily	1
IPR038514	AAR2, C-terminal domain superfamily	1
IPR038516	AAR2, N-terminal domain superfamily	1
IPR038518	Glycosyl hydrolase family 63, N-terminal domain superfamily	1
IPR038521	ThiC/Bza, core domain	1
IPR038526	Large ribosomal subunit protein eL22 superfamily	1
IPR038528	TEL2, C-terminal domain superfamily	1
IPR038532	NADH dehydrogenase ubiquinone Fe-S protein 4-like superfamily	1
IPR038534	Rtr1/RPAP2 domain superfamily	1
IPR038535	CCR4-NOT subunit 1, TTP binding domain superfamily	1
IPR038552	Tim21 IMS domain superfamily	1
IPR038558	SAS-6, N-terminal domain superfamily	1
IPR038564	Repressor of RNA polymerase III transcription Maf1 superfamily	1
IPR038566	Mediator complex, subunit Med6 superfamily	1
IPR038567	Transcription elongation factor 1 superfamily	1
IPR038579	Small ribosomal subunit protein eS21 superfamily	1
IPR038582	Small ribosomal subunit protein eS31 eukaryotic-type superfamily	1
IPR038584	Large ribosomal subunit protein bL33 superfamily	1
IPR038587	Large ribosomal subunit protein eL40 superfamily	1
IPR038593	RNA polymerase Rpb1, domain 7 superfamily	1
IPR038596	Janus superfamily	1
IPR038607	PhoD-like superfamily	1
IPR038633	Proteasomal ubiquitin receptor Rpn13/ADRM1, Pru domain superfamily	1
IPR038648	PHR domain superfamily	1
IPR038655	Large ribosomal subunit protein eL27 superfamily	1
IPR038661	Large ribosomal subunit protein eL33 superfamily	1
IPR038676	Photosystem II Psb28, class 1 superfamily	1
IPR038704	YEATS superfamily	1
IPR038717	Tc1-like transposase, DDE domain	1
IPR038737	Splicing factor 3B subunit 1-like	1
IPR038738	Nedd8-like ubiquitin	1
IPR038739	Armadillo-type fold containing protein ARMC8/Vid28	1
IPR038749	GINS complex protein Sld5, alpha-helical domain	1
IPR038760	Photosystem II PsbY, plant	1
IPR038772	Sphingomyelinase C/Sphingomyelin phosphodiesterase 2-like	1
IPR038774	Centrosomal protein CEP162-like	1
IPR038789	Protein LOW PSII ACCUMULATION 2 like	1
IPR038793	Lysine-rich arabinogalactan protein 19	1
IPR038795	Mediator of RNA polymerase II transcription subunit 8, plant	1
IPR038801	TATA box-binding protein-associated factor RNA polymerase I subunit C	1
IPR038808	Protein modifier of SNC1 1-like	1
IPR038824	Protein shortage in chiasmata 1-like	1
IPR038836	Mediator of RNA polymerase II transcription subunit 16	1
IPR038846	DNA-directed RNA polymerase III subunit RPC9	1
IPR038859	DNA-binding protein RHL1	1
IPR038862	Chloroplast thylakoid lumenal protein MPH2	1
IPR038863	Putative NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 8, mitochondrial	1
IPR038881	Yae1-like	1
IPR038887	Dehydrodolichyl diphosphate synthase complex subunit Nus1	1
IPR038892	Structural maintenance of chromosomes flexible hinge domain-containing protein 1	1
IPR038898	BRO1 domain-containing protein BROX	1
IPR038900	Transmembrane channel-like protein	1
IPR038917	Malonyl-CoA decarboxylase	1
IPR038922	Huntingtin-interacting protein K, UBA-like domain	1
IPR038925	UV-B-induced protein At3g17800-like	1
IPR038929	Coiled-coil domain-containing protein 13	1
IPR038934	Uncharacterized protein At5g64816-like	1
IPR038941	At4g14100-like	1
IPR038959	Pre-mRNA-processing factor 19	1
IPR038961	Protein PEP-related development arrested 1	1
IPR038969	Flap endonuclease	1
IPR038980	Serine/threonine-protein kinase ATM, plant	1
IPR039037	Calcium homeostasis endoplasmic reticulum protein	1
IPR039044	tRNA:m(4)X modification enzyme Trm13	1
IPR039046	PDPK1 family	1
IPR039055	MCU family	1
IPR039057	Sporulation-specific protein 22/ZIP4	1
IPR039093	Protein XRP2	1
IPR039100	Ribosome maturation protein Sdo1/SBDS-like	1
IPR039104	6-Phosphogluconolactonase	1
IPR039109	Large ribosomal subunit protein eL30-like	1
IPR039119	ABT1/Esf2	1
IPR039127	Multifunctional methyltransferase subunit Trm112	1
IPR039131	Complex I intermediate-associated protein 30, mitochondrial	1
IPR039133	E3 ubiquitin-protein ligase RNF25	1
IPR039135	N-acetyltransferase 9-like	1
IPR039143	Glucosamine 6-phosphate N-acetyltransferase-like	1
IPR039145	Large ribosomal subunit protein mL40, metazoa/plants	1
IPR039146	G patch domain and ankyrin repeat-containing protein 1	1
IPR039156	PHAF1/Protein broad-minded	1
IPR039159	SAYSvFN domain-containing protein 1	1
IPR039163	ER membrane protein complex subunit 7	1
IPR039171	Pre-mRNA-splicing factor Cwc2/Slt11	1
IPR039182	Ribonucleases P/MRP protein subunit Pop1	1
IPR039190	Tetratricopeptide repeat protein 14	1
IPR039191	Nopp140-like	1
IPR039192	Glycogen synthase kinase 3, catalytic domain	1
IPR039207	Multiple myeloma tumor-associated protein 2-like	1
IPR039223	Protein AATF/Bfr2	1
IPR039241	Ribosomal RNA-processing protein Rrp9-like	1
IPR039245	Peroxisomal/glyoxysomal leader peptide-processing protease	1
IPR039249	G patch domain-containing protein 11	1
IPR039251	Oxidoreductase-like domain-containing protein 1	1
IPR039262	DTW domain-containing protein DTWD2/TAPT	1
IPR039267	U7 snRNA-associated Sm-like protein Lsm11	1
IPR039272	CLEC16A/TT9	1
IPR039273	AP-4 complex accessory subunit Tepsin	1
IPR039289	Mitochondrial intermembrane space import and assembly protein 40	1
IPR039292	Protein SICKLE	1
IPR039298	Acyl-coenzyme A thioesterase 13	1
IPR039301	Protein Sip5/DA2	1
IPR039308	Growth arrest-specific protein 8	1
IPR039314	Calvin cycle protein CP12-like	1
IPR039325	Nodulin homeobox protein	1
IPR039328	WD repeat-containing protein 89	1
IPR039333	Partner of Y14 and mago	1
IPR039340	Transcription factor Tfc4/TFIIIC-102/Sfc4	1
IPR039342	Protein TRIGALACTOSYLDIACYLGLYCEROL 2-like	1
IPR039343	Protein NEOXANTHIN-DEFICIENT 1-like	1
IPR039355	Transcription factor GATA	1
IPR039356	5'-deoxynucleotidase YfbR/HDDC2	1
IPR039367	Initiation-specific alpha-1,6-mannosyltransferase Och1-like	1
IPR039368	Acetolactate synthase large subunit, TPP binding domain	1
IPR039370	Transcription factor BTF3	1
IPR039385	NGN domain, eukaryotic	1
IPR039391	Phytocyanin-like	1
IPR039411	Ribosomal biogenesis NSA2 family	1
IPR039428	NADH-ubiquinone oxidoreductase chain 4L/Mnh complex subunit C1-like	1
IPR039430	Thymidylate kinase-like domain	1
IPR039431	Vta1/callose synthase, N-terminal	1
IPR039432	SRP9 domain	1
IPR039467	Transcription factor TFIIIB component B'', Myb domain	1
IPR039476	Pyridinium-3,5-biscarboxylic acid mononucleotide synthase	1
IPR039481	Exocyst complex component EXOC2/Sec5, N-terminal domain	1
IPR039491	Required for excision 1-B domain-containing protein	1
IPR039514	Endo-beta-1,6-galactanase-like	1
IPR039528	DPM1-like	1
IPR039539	Ras GTPase-activating protein-binding protein	1
IPR039540	UBL3-like, ubiquitin domain	1
IPR039544	Tim44-like	1
IPR039547	Large ribosomal subunit protein eL19	1
IPR039557	AHAS, ACT domain	1
IPR039577	E3 ubiquitin-protein ligase Rad18	1
IPR039589	TBCC domain-containing protein 1	1
IPR039613	Protein SPIRAL1-like	1
IPR039629	R3H domain-containing protein 4	1
IPR039637	CCR4-NOT transcription complex subunit 7/8/Pop2	1
IPR039646	Zinc finger HIT domain-containing protein 2	1
IPR039653	Prenyltransferase	1
IPR039657	Dimethylallyltransferase	1
IPR039659	Transcription elongation factor SPT5	1
IPR039660	Large ribosomal subunit protein eL14	1
IPR039661	ELP3/YhcC	1
IPR039662	Cohesin subunit Scc3/SA	1
IPR039667	Dolichyldiphosphatase, PAP2 domain	1
IPR039670	Sterol transport protein NPC2-like	1
IPR039678	Beta-catenin-like protein 1	1
IPR039683	Protein Lsm12-like	1
IPR039685	Fanconi anemia group E protein	1
IPR039693	Rtr1/RPAP2	1
IPR039694	WD repeat-containing protein 11	1
IPR039698	Polyprenal reductase	1
IPR039699	Large ribosomal subunit protein uL30	1
IPR039702	Farnesyl pyrophosphate synthase-like	1
IPR039717	Protein Hgh1	1
IPR039718	Ribonucleoside-diphosphate reductase large subunit	1
IPR039722	Nonsense-mediated mRNA decay protein 3	1
IPR039723	Vps71/ZNHIT1	1
IPR039724	WD repeat-containing protein 91	1
IPR039726	Pre-mRNA-processing factor Prp40	1
IPR039727	SERRATE/Ars2	1
IPR039730	Jlp2/Ccd25	1
IPR039731	CAAX prenyl protease 2, eukaryotes	1
IPR039732	Ubiquitin-like modifier Hub1/Ubl5	1
IPR039733	Protein N-terminal glutamine amidohydrolase	1
IPR039739	RING-finger protein MAG2/RNF10	1
IPR039743	Endo-beta-1,6-galactanase/Exo-beta-1,6-galactobiohydrolase	1
IPR039744	Small ribosomal subunit protein uS14, eukaryotes/archaea	1
IPR039745	Vacuolar protein sorting-associated protein 54	1
IPR039747	DNA-directed RNA polymerases I, II, and III subunit RPABC4	1
IPR039748	DNA-directed RNA polymerase III subunit RPC3	1
IPR039749	NEDD8 ultimate buster 1	1
IPR039750	Dynein regulatory complex protein	1
IPR039751	Homocysteine-responsive endoplasmic reticulum-resident ubiquitin-like domain member 1 /2	1
IPR039752	F-box only protein	1
IPR039753	mRNA cap guanine-N7 methyltransferase	1
IPR039754	Pre-rRNA-processing protein Esf1	1
IPR039757	Eukaryotic translation initiation factor 2D	1
IPR039759	Eukaryotic translation initiation factor 2D, SUI1 domain	1
IPR039762	Nonsense-mediated mRNA decay protein Nmd2/UPF2	1
IPR039764	RNA binding protein HABP4/SERBP1-like	1
IPR039765	Protein Yip5/YIPF1/YIPF2	1
IPR039766	Vacuolar protein sorting-associated protein 53	1
IPR039768	Ribosomal export protein Nmd3	1
IPR039769	18S rRNA (guanine(1575)-N(7))-methyltransferase Bud23-like	1
IPR039770	Ribosome biogenesis protein Rpf2	1
IPR039771	Exosome complex component Csl4	1
IPR039772	RNA methyltransferase Bin3-like	1
IPR039773	Molecular chaperone regulator BAG	1
IPR039774	Transcriptional regulatory protein Sin3-like	1
IPR039777	Interferon-related developmental regulator	1
IPR039778	Programmed cell death protein 4	1
IPR039782	Intermembrane lipid transfer protein VPS13B	1
IPR039787	Poly(U)-specific endoribonuclease	1
IPR039793	Uroporphyrinogen-III synthase	1
IPR039795	E3 ubiquitin-protein ligase listerin	1
IPR039796	MIP18 family	1
IPR039798	Sulfhydryl oxidase	1
IPR039799	Sulfhydryl oxidase ALR/ERV	1
IPR039800	Calcium uptake protein 1/2/3	1
IPR039804	Listerin, zinc finger, RING-type	1
IPR039812	Vesicle-fusing ATPase	1
IPR039843	KxDL motif-containing protein 1-like	1
IPR039844	Nucleolar pre-ribosomal-associated protein 1	1
IPR039845	PSME3-interacting protein	1
IPR039848	Small ribosomal subunit protein mS35, mitochondrial	1
IPR039852	Cullin-associated NEDD8-dissociated protein 1/2	1
IPR039853	Pinin	1
IPR039856	ER membrane protein complex subunit 2-like	1
IPR039867	Protein furry/Tao3/Mor2	1
IPR039870	Cytochrome oxidase assembly factor 4-like	1
IPR039874	Wings apart-like protein	1
IPR039875	Leukocyte receptor cluster member 1-like	1
IPR039883	Fcf2/DNTTIP2	1
IPR039884	Coiled-coil domain-containing protein R3HC1/R3HCL	1
IPR039894	tRNA pseudouridine synthase Pus10-like	1
IPR039896	Protein Red-like	1
IPR039899	BET1, SNARE domain	1
IPR039900	Pat1-like	1
IPR039903	E3 ubiquitin-protein ligase Zswim2	1
IPR039907	RNA-binding protein NOB1	1
IPR039914	Signal recognition particle SRP9-like	1
IPR039918	Serine/threonine-protein phosphatase 4 regulatory subunit 4	1
IPR039920	DNA repair/transcription protein MET18/MMS19	1
IPR039924	Protein ICln/Lot5/Saf5	1
IPR039927	Large ribosomal subunit protein mL43	1
IPR039948	Elongin-C	1
IPR039949	N-alpha-acetyltransferase 40	1
IPR039959	Fimbrin/Plastin	1
IPR039971	Pre-mRNA-splicing factor CWC24-like	1
IPR039974	Pre-mRNA-splicing factor SLU7	1
IPR039975	Intraflagellar transport protein 52 homolog	1
IPR039979	Pre-mRNA-splicing factor 18	1
IPR039983	Cholesterol 24-hydroxylase	1
IPR039986	Cilia- and flagella- associated protein 210	1
IPR039987	PGR5-like protein 1	1
IPR039992	Selenoprotein F/M	1
IPR039993	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10	1
IPR039997	Transcription factor E	1
IPR039999	Cell growth-regulating nucleolar protein	1
IPR040002	U6 snRNA-associated Sm-like protein Lsm3	1
IPR040003	Plastoglobular protein 18-like	1
IPR040007	THO complex subunit 2	1
IPR040008	Large ribosomal subunit protein mL46	1
IPR040014	Corepressor interacting with RBPJ 1	1
IPR040015	UBL3-like	1
IPR040017	Exportin-T	1
IPR040023	WW domain-binding protein 4	1
IPR040025	Zinc finger protein 622/Rei1/Reh1	1
IPR040032	DENN domain-containing protein 1A/1B/1C	1
IPR040038	TIPIN/Csm3/Swi3	1
IPR040040	Autophagy-related protein 11	1
IPR040044	SRR1-like protein	1
IPR040050	Zinc finger protein 830-like	1
IPR040051	Selenocysteine insertion sequence-binding protein 2	1
IPR040052	Splicing factor 45	1
IPR040059	Pumilio homologue 3	1
IPR040096	RAB6A-GEF complex partner protein 1	1
IPR040097	Fatty acyl-AMP ligase /fatty acyl-CoA ligase	1
IPR040107	U4/U6.U5 small nuclear ribonucleoprotein component Snu23	1
IPR040115	Lunapark family	1
IPR040125	Squalene monooxygenase	1
IPR040132	TREX component Tex1/THOC3	1
IPR040141	ZPR1 family	1
IPR040153	Respiratory supercomplex factor 2, mitochondrial	1
IPR040155	CEBPZ/Mak21-like	1
IPR040156	Electron transfer flavoprotein-ubiquinone oxidoreductase	1
IPR040169	SURP and G-patch domain-containing protein 1/2	1
IPR040170	Cytosolic acyl coenzyme A thioester hydrolase	1
IPR040176	RING finger protein RNF121/RNF175	1
IPR040177	Proton-coupled zinc antiporter SLC30A9	1
IPR040182	Autophagy-related protein 13	1
IPR040184	Minichromosome maintenance protein 10	1
IPR040191	U3 small nucleolar RNA-associated protein 10	1
IPR040193	EF-hand domain-containing protein EFHC1/EFHC2/EFHB	1
IPR040198	Fido domain-containing protein	1
IPR040211	Small EDRK-rich factor 1/2-like	1
IPR040213	GIR2-like	1
IPR040226	THH1/TOM1/TOM3	1
IPR040233	CCD97-like, C-terminal	1
IPR040240	Transcription initiation factor TFIID subunit 1	1
IPR040258	FACT complex subunit Spt16	1
IPR040260	Replication factor A protein-like	1
IPR040278	UPF0426 protein	1
IPR040306	Os02g0753200-like	1
IPR040309	H/ACA ribonucleoprotein complex non-core subunit Naf1	1
IPR040315	WD repeat-containing protein WDR46/Utp7	1
IPR040319	LSD1-like	1
IPR040320	Uncharacterized protein At4g37920-like	1
IPR040323	EARP and GARP complex-interacting protein 1	1
IPR040324	WD repeat-containing protein WDR44/Dgr2	1
IPR040326	HAP2/GCS1	1
IPR040330	LYR motif-containing protein 1	1
IPR040346	GEX1/Brambleberry	1
IPR040357	Vma22/CCDC115	1
IPR040371	Regulator of MON1-CCZ1 complex	1
IPR040372	YaeB-like	1
IPR040377	Thylakoid membrane protein Ssl2009-like	1
IPR040379	WD repeat-containing protein 19/dyf-2	1
IPR040382	Nucleolar protein 10/Enp2	1
IPR040409	Phytochelatin synthase	1
IPR040415	SET domain-containing protein 9	1
IPR040441	Cilia- and flagella-associated protein 20/CFAP20DC	1
IPR040446	Ribosomal RNA-processing protein 7	1
IPR040450	TFIIF beta subunit, HTH domain	1
IPR040452	Sugar fermentation stimulation protein, C-terminal	1
IPR040453	Mnd1, HTH domain	1
IPR040454	Transcription factor IIIC subunit Tfc1/Sfc1	1
IPR040455	Atg6, BARA domain	1
IPR040456	Ribonuclease H2 subunit B	1
IPR040462	Protein EARLY FLOWERING 4	1
IPR040463	BAP29/BAP31, transmembrane domain	1
IPR040466	NF-kappa-B-activating protein	1
IPR040468	TRAF3-interacting protein 1, N-terminal	1
IPR040485	Exportin-1, repeat 3	1
IPR040497	Glucosyltransferase 24, catalytic domain	1
IPR040501	TFA2, Winged helix domain 2	1
IPR040504	TFIIF, beta subunit, N-terminal	1
IPR040521	Kyakuja-Dileera-Zisupton transposase	1
IPR040525	UDP-glucose:glycoprotein glucosyltransferase, thioredoxin-like domain 4	1
IPR040533	Elongation factor 3, four helical bundle domain	1
IPR040557	VIP1, N-terminal	1
IPR040564	CxC3 like cysteine cluster	1
IPR040591	YlmH, putative RNA-binding domain	1
IPR040598	60S ribosome subunit biogenesis protein NIP7, pre-PUA domain	1
IPR040623	26S proteasome regulatory subunit RPN2, C-terminal	1
IPR040634	Arginine decarboxylase, helical bundle domain	1
IPR040659	Phenylalanine--tRNA ligase beta subunit, B1 domain	1
IPR040662	Transcription factor Tfb2, C-terminal domain	1
IPR040663	DNA polymerase delta subunit, OB-fold domain	1
IPR040671	Pullulanase, N2 domain	1
IPR040686	Phosphoribosylaminoimidazole carboxylase, C-terminal domain	1
IPR040692	UGGT, thioredoxin-like domain 3	1
IPR040693	UGGT, thioredoxin-like domain 1	1
IPR040694	UGGT, thioredoxin-like domain 2	1
IPR040703	Limiting CO2-inducible protein B/C, beta carbonyic anhydrase domain	1
IPR040707	Phosphoribosylformylglycinamidine synthase, N-terminal	1
IPR040725	PheRS, DNA binding domain 3	1
IPR040746	THO1_MOS11, C-terminal domain	1
IPR040749	BRCC36, C-terminal helical domain	1
IPR040750	eIF3 subunit M, C-terminal helix domain	1
IPR040773	26S proteasome regulatory subunit Rpn6, N-terminal	1
IPR040780	6S proteasome subunit Rpn6, C-terminal helix domain	1
IPR040781	Rubisco accumulation factor 1, helix turn helix domain	1
IPR040812	RNA helicase UPF1, 1B domain	1
IPR040815	Nas2, N-terminal	1
IPR040848	Midasin, AAA lid domain 7	1
IPR040855	Origin recognition complex subunit 3, winged helix C-terminal	1
IPR040858	Rubisco accumulation factor 1, C-terminal	1
IPR040892	RPN1, N-terminal	1
IPR040896	26S proteasome regulatory subunit RPN5, C-terminal domain	1
IPR040919	Asparaginase/glutaminase, C-terminal	1
IPR040922	Large ribosomal subunit protein mL59 domain	1
IPR040961	Cop9 signalosome subunit 5 C-terminal domain	1
IPR040976	Fungal-type protein kinase	1
IPR040990	Domain of unknown function DUF5600	1
IPR040992	5'-3' exoribonuclease 1, D1 domain	1
IPR041006	Morc, S5 domain 2-like	1
IPR041024	Mcm6, C-terminal winged-helix domain	1
IPR041036	Glycoside hydrolase family 5, C-terminal domain	1
IPR041084	Nicastrin, small lobe	1
IPR041094	Brr2, N-terminal helicase PWI domain	1
IPR041106	Exoribonuclease Xrn1, D2/D3 domain	1
IPR041112	Nuf2, DHR10-like domain	1
IPR041123	Chromosome region maintenance repeat	1
IPR041128	Arginine decarboxylase, C-terminal helical	1
IPR041147	Glycosyl hydrolases family 38, C-terminal beta sandwich domain	1
IPR041166	LapB, rubredoxin metal binding domain	1
IPR041178	RPA43, OB domain	1
IPR041190	Midasin AAA lid domain 5	1
IPR041195	Rnh202, triple barrel domain	1
IPR041212	Vta1, C-terminal	1
IPR041221	Anaphase-promoting complex subunit 1, C-terminal	1
IPR041228	Dynein heavy chain, C-terminal domain	1
IPR041235	Exportin-1, repeat 2	1
IPR041285	MID domain of medPIWI	1
IPR041330	KN17, SH3-like C-terminal domain	1
IPR041332	Pan3 pseudokinase domain	1
IPR041337	Heterogeneous nuclear ribonucleoprotein Q acidic domain	1
IPR041351	Exo-beta-D-glucosaminidase, Ig-fold domain	1
IPR041355	Pre-SET CXC domain	1
IPR041358	Rubisco accumulation factor 1, alpha helical domain	1
IPR041367	E3 ligase, CCCH-type zinc finger	1
IPR041370	Methyltransferase EEF1AKMT1/ZCCHC4	1
IPR041385	5'-3' exoribonuclease 1, SH3-like domain	1
IPR041389	Importin repeat 6	1
IPR041429	Inositol-tetrakisphosphate 1-kinase, N-terminal	1
IPR041432	Ubiquitinyl hydrolase, variant UBP zinc finger	1
IPR041433	26S proteasome non-ATPase regulatory subunit RPN1, C-terminal	1
IPR041451	ATP-dependent RecD2 DNA helicase, SH3 domain	1
IPR041452	APAF-1 helical domain	1
IPR041466	Dynein heavy chain, AAA 5 extension domain	1
IPR041472	BL00235/CARNS1, N-terminal	1
IPR041499	Transcription factor IIIC subunit Tfc1/Sfc1, triple barrel domain	1
IPR041507	Peptidase C12, C-terminal domain	1
IPR041525	Nicotinate/nicotinamide phosphoribosyltransferase	1
IPR041529	Nicotinamide phosphoribosyltransferase, N-terminal domain	1
IPR041534	PP2A regulatory subunit B'', EF-hand domain	1
IPR041545	RABX5, catalytic core helical domain	1
IPR041577	Reverse transcriptase/retrotransposon-derived protein, RNase H-like domain	1
IPR041589	Dynein heavy chain 3, AAA+ lid domain	1
IPR041602	Quercetin 2,3-dioxygenase, C-terminal cupin domain	1
IPR041609	Phosphoribosylformylglycinamidine synthase, linker domain	1
IPR041616	Phenylalanyl tRNA synthetase beta chain, core domain	1
IPR041625	Beta-mannosidase, Ig-fold domain	1
IPR041653	Importin repeat 4	1
IPR041658	Dynein heavy chain AAA lid domain	1
IPR041661	ZN622/Rei1/Reh1, zinc finger C2H2-type	1
IPR041670	Zinc knuckle	1
IPR041691	Atg6/beclin, coiled-coil domain	1
IPR041702	Magnesium-chelatase BchD/ChlD, VWA domain	1
IPR041708	Pseudouridine synthase PUS1/ PUS2-like	1
IPR041711	Methionyl-tRNA formyltransferase, N-terminal domain	1
IPR041725	Type I (cytosolic) L-asparaginase	1
IPR041726	Acyl-CoA dehydrogenase family member 10/11, N-terminal	1
IPR041727	N-Acetyl-L-glutamate kinase, cyclic	1
IPR041729	Formyltetrahydrofolate deformylase, C-terminal hydrolase domain	1
